PracticeCode,Sex,Attribute,Value
55431,Female,Ages 15 to 24,267
55431,Female,Ages 25 to 44,625
55431,Female,Ages 45 to 64,842
55431,Female,Ages 65 to 74,434
55431,Female,Ages 75 to 84,274
55431,Female,Ages 85 plus,115
55446,Male,Ages 0 to 4,6
55446,Male,Ages 5 to 14,17
55446,Male,Ages 15 to 24,10
55446,Male,Ages 25 to 44,40
55446,Male,Ages 45 to 64,71
55446,Male,Ages 65 to 74,44
55446,Male,Ages 75 to 84,32
55446,Male,Ages 85 plus,6
55446,Female,Ages 0 to 4,4
55446,Female,Ages 5 to 14,17
55446,Female,Ages 15 to 24,14
55446,Female,Ages 25 to 44,33
55446,Female,Ages 45 to 64,85
55446,Female,Ages 65 to 74,31
55446,Female,Ages 75 to 84,28
55446,Female,Ages 85 plus,3
55451,Male,Ages 0 to 4,50
55451,Male,Ages 5 to 14,109
55451,Male,Ages 15 to 24,138
55451,Male,Ages 25 to 44,264
55451,Male,Ages 45 to 64,429
55451,Male,Ages 65 to 74,177
55451,Male,Ages 75 to 84,101
55451,Male,Ages 85 plus,25
55451,Female,Ages 0 to 4,31
55451,Female,Ages 5 to 14,115
55451,Female,Ages 15 to 24,102
55451,Female,Ages 25 to 44,253
55451,Female,Ages 45 to 64,411
55451,Female,Ages 65 to 74,177
55451,Female,Ages 75 to 84,106
55451,Female,Ages 85 plus,45
55521,Male,Ages 0 to 4,13
55521,Male,Ages 5 to 14,21
55521,Male,Ages 15 to 24,28
55521,Male,Ages 25 to 44,53
55521,Male,Ages 45 to 64,111
55521,Male,Ages 65 to 74,67
55521,Male,Ages 75 to 84,29
55521,Male,Ages 85 plus,8
55521,Female,Ages 0 to 4,5
55521,Female,Ages 5 to 14,21
55521,Female,Ages 15 to 24,17
55521,Female,Ages 25 to 44,48
55521,Female,Ages 45 to 64,108
55521,Female,Ages 65 to 74,59
55521,Female,Ages 75 to 84,37
55521,Female,Ages 85 plus,7
55535,Male,Ages 0 to 4,27
55535,Male,Ages 5 to 14,63
55535,Male,Ages 15 to 24,59
55535,Male,Ages 25 to 44,179
55535,Male,Ages 45 to 64,297
55535,Male,Ages 65 to 74,177
55535,Male,Ages 75 to 84,95
55535,Male,Ages 85 plus,19
55535,Female,Ages 0 to 4,23
55535,Female,Ages 5 to 14,53
55535,Female,Ages 15 to 24,47
55535,Female,Ages 25 to 44,180
55535,Female,Ages 45 to 64,310
55535,Female,Ages 65 to 74,168
55535,Female,Ages 75 to 84,104
55535,Female,Ages 85 plus,30
55554,Male,Ages 0 to 4,3
55554,Male,Ages 5 to 14,6
55554,Male,Ages 15 to 24,15
55554,Male,Ages 25 to 44,27
55554,Male,Ages 45 to 64,47
55554,Male,Ages 65 to 74,17
55554,Male,Ages 75 to 84,3
55554,Male,Ages 85 plus,5
55554,Female,Ages 0 to 4,4
55554,Female,Ages 5 to 14,7
55554,Female,Ages 15 to 24,7
55554,Female,Ages 25 to 44,21
55554,Female,Ages 45 to 64,47
55554,Female,Ages 65 to 74,17
55554,Female,Ages 75 to 84,15
55554,Female,Ages 85 plus,4
55569,Male,Ages 0 to 4,40
55569,Male,Ages 5 to 14,119
55569,Male,Ages 15 to 24,145
55569,Male,Ages 25 to 44,305
55569,Male,Ages 45 to 64,433
55569,Male,Ages 65 to 74,212
55569,Male,Ages 75 to 84,91
55569,Male,Ages 85 plus,38
55569,Female,Ages 0 to 4,47
55569,Female,Ages 5 to 14,120
55569,Female,Ages 15 to 24,115
55569,Female,Ages 25 to 44,300
55569,Female,Ages 45 to 64,455
55569,Female,Ages 65 to 74,171
55569,Female,Ages 75 to 84,101
55569,Female,Ages 85 plus,41
55573,Male,Ages 0 to 4,105
55573,Male,Ages 5 to 14,294
55573,Male,Ages 15 to 24,234
55573,Male,Ages 25 to 44,652
55573,Male,Ages 45 to 64,790
55573,Male,Ages 65 to 74,379
55573,Male,Ages 75 to 84,195
55573,Male,Ages 85 plus,40
55573,Female,Ages 0 to 4,101
55573,Female,Ages 5 to 14,265
55573,Female,Ages 15 to 24,223
55573,Female,Ages 25 to 44,656
55573,Female,Ages 45 to 64,813
55573,Female,Ages 65 to 74,404
55573,Female,Ages 75 to 84,223
55573,Female,Ages 85 plus,88
55605,Male,Ages 0 to 4,79
55605,Male,Ages 5 to 14,205
55605,Male,Ages 15 to 24,180
55605,Male,Ages 25 to 44,544
55605,Male,Ages 45 to 64,511
55605,Male,Ages 65 to 74,217
55605,Male,Ages 75 to 84,132
55605,Male,Ages 85 plus,35
55605,Female,Ages 0 to 4,81
55605,Female,Ages 5 to 14,187
55605,Female,Ages 15 to 24,172
55605,Female,Ages 25 to 44,509
55605,Female,Ages 45 to 64,497
55605,Female,Ages 65 to 74,220
55605,Female,Ages 75 to 84,143
55605,Female,Ages 85 plus,66
55610,Male,Ages 0 to 4,109
55610,Male,Ages 5 to 14,320
55610,Male,Ages 15 to 24,340
55610,Male,Ages 25 to 44,767
55610,Male,Ages 45 to 64,807
55610,Male,Ages 65 to 74,277
55610,Male,Ages 75 to 84,180
55610,Male,Ages 85 plus,30
55610,Female,Ages 0 to 4,99
55610,Female,Ages 5 to 14,271
55610,Female,Ages 15 to 24,291
55610,Female,Ages 25 to 44,756
55610,Female,Ages 45 to 64,822
55610,Female,Ages 65 to 74,282
55610,Female,Ages 75 to 84,218
55610,Female,Ages 85 plus,74
55624,Male,Ages 0 to 4,88
55624,Male,Ages 5 to 14,267
55624,Male,Ages 15 to 24,306
55624,Male,Ages 25 to 44,720
55624,Male,Ages 45 to 64,746
55624,Male,Ages 65 to 74,262
55624,Male,Ages 75 to 84,157
55624,Male,Ages 85 plus,36
55624,Female,Ages 0 to 4,95
55624,Female,Ages 5 to 14,237
55624,Female,Ages 15 to 24,268
55624,Female,Ages 25 to 44,661
55624,Female,Ages 45 to 64,758
55624,Female,Ages 65 to 74,269
55624,Female,Ages 75 to 84,201
55624,Female,Ages 85 plus,73
55639,Male,Ages 0 to 4,17
55639,Male,Ages 5 to 14,46
55639,Male,Ages 15 to 24,44
55639,Male,Ages 25 to 44,107
55639,Male,Ages 45 to 64,148
55639,Male,Ages 65 to 74,65
55639,Male,Ages 75 to 84,31
55639,Male,Ages 85 plus,9
55639,Female,Ages 0 to 4,11
55639,Female,Ages 5 to 14,47
55639,Female,Ages 15 to 24,29
55639,Female,Ages 25 to 44,115
55639,Female,Ages 45 to 64,134
55639,Female,Ages 65 to 74,65
55639,Female,Ages 75 to 84,37
55639,Female,Ages 85 plus,20
55643,Male,Ages 0 to 4,4
55643,Male,Ages 5 to 14,10
55643,Male,Ages 15 to 24,13
55643,Male,Ages 25 to 44,36
55643,Male,Ages 45 to 64,60
55643,Male,Ages 65 to 74,34
55643,Male,Ages 75 to 84,17
55643,Male,Ages 85 plus,7
55643,Female,Ages 0 to 4,10
55643,Female,Ages 5 to 14,10
55643,Female,Ages 15 to 24,10
55643,Female,Ages 25 to 44,36
55643,Female,Ages 45 to 64,56
55643,Female,Ages 65 to 74,25
55643,Female,Ages 75 to 84,16
55643,Female,Ages 85 plus,8
55662,Male,Ages 0 to 4,26
55662,Male,Ages 5 to 14,62
55662,Male,Ages 15 to 24,72
55662,Male,Ages 25 to 44,114
55662,Male,Ages 45 to 64,233
55662,Male,Ages 65 to 74,102
55662,Male,Ages 75 to 84,77
55662,Male,Ages 85 plus,19
55662,Female,Ages 0 to 4,19
55662,Female,Ages 5 to 14,70
55662,Female,Ages 15 to 24,61
55662,Female,Ages 25 to 44,114
55662,Female,Ages 45 to 64,237
55662,Female,Ages 65 to 74,106
55662,Female,Ages 75 to 84,73
55662,Female,Ages 85 plus,21
55677,Male,Ages 0 to 4,6
55677,Male,Ages 5 to 14,9
55677,Male,Ages 15 to 24,4
55677,Male,Ages 25 to 44,22
55677,Male,Ages 45 to 64,29
55677,Male,Ages 65 to 74,16
55677,Male,Ages 75 to 84,4
55677,Male,Ages 85 plus,0
55677,Female,Ages 0 to 4,5
55677,Female,Ages 5 to 14,15
55677,Female,Ages 15 to 24,1
55677,Female,Ages 25 to 44,34
55677,Female,Ages 45 to 64,31
55677,Female,Ages 65 to 74,14
55677,Female,Ages 75 to 84,5
55677,Female,Ages 85 plus,2
55696,Male,Ages 0 to 4,57
55696,Male,Ages 5 to 14,212
55696,Male,Ages 15 to 24,158
55696,Male,Ages 25 to 44,339
55696,Male,Ages 45 to 64,510
55696,Male,Ages 65 to 74,202
55696,Male,Ages 75 to 84,135
55696,Male,Ages 85 plus,33
55696,Female,Ages 0 to 4,69
55696,Female,Ages 5 to 14,208
55696,Female,Ages 15 to 24,127
55696,Female,Ages 25 to 44,398
55696,Female,Ages 45 to 64,495
55696,Female,Ages 65 to 74,215
55696,Female,Ages 75 to 84,160
55696,Female,Ages 85 plus,45
55709,Male,Ages 0 to 4,132
55709,Male,Ages 5 to 14,334
55709,Male,Ages 15 to 24,312
55709,Male,Ages 25 to 44,710
55709,Male,Ages 45 to 64,865
55709,Male,Ages 65 to 74,397
55709,Male,Ages 75 to 84,261
55709,Male,Ages 85 plus,47
55709,Female,Ages 0 to 4,130
55709,Female,Ages 5 to 14,327
55709,Female,Ages 15 to 24,270
55709,Female,Ages 25 to 44,743
55709,Female,Ages 45 to 64,936
55709,Female,Ages 65 to 74,428
55709,Female,Ages 75 to 84,255
55709,Female,Ages 85 plus,92
55728,Male,Ages 0 to 4,45
55728,Male,Ages 5 to 14,122
55728,Male,Ages 15 to 24,141
55728,Male,Ages 25 to 44,211
55728,Male,Ages 45 to 64,404
55728,Male,Ages 65 to 74,189
55728,Male,Ages 75 to 84,93
55728,Male,Ages 85 plus,22
55728,Female,Ages 0 to 4,29
55728,Female,Ages 5 to 14,113
55728,Female,Ages 15 to 24,94
55728,Female,Ages 25 to 44,235
55728,Female,Ages 45 to 64,418
55728,Female,Ages 65 to 74,184
55728,Female,Ages 75 to 84,111
55728,Female,Ages 85 plus,46
55732,Male,Ages 0 to 4,15
55732,Male,Ages 5 to 14,66
55732,Male,Ages 15 to 24,73
55732,Male,Ages 25 to 44,164
55732,Male,Ages 45 to 64,298
55732,Male,Ages 65 to 74,109
55732,Male,Ages 75 to 84,73
55732,Male,Ages 85 plus,16
55732,Female,Ages 0 to 4,23
55732,Female,Ages 5 to 14,64
55732,Female,Ages 15 to 24,61
55732,Female,Ages 25 to 44,165
55732,Female,Ages 45 to 64,273
55732,Female,Ages 65 to 74,103
55732,Female,Ages 75 to 84,69
55732,Female,Ages 85 plus,30
55747,Male,Ages 0 to 4,13
55747,Male,Ages 5 to 14,34
55747,Male,Ages 15 to 24,54
55747,Male,Ages 25 to 44,91
55747,Male,Ages 45 to 64,167
55747,Male,Ages 65 to 74,89
55747,Male,Ages 75 to 84,51
55747,Male,Ages 85 plus,17
55747,Female,Ages 0 to 4,11
55747,Female,Ages 5 to 14,38
55747,Female,Ages 15 to 24,41
55747,Female,Ages 25 to 44,75
55747,Female,Ages 45 to 64,173
55747,Female,Ages 65 to 74,73
55747,Female,Ages 75 to 84,50
55747,Female,Ages 85 plus,17
55751,Male,Ages 0 to 4,158
55751,Male,Ages 5 to 14,398
55751,Male,Ages 15 to 24,316
55751,Male,Ages 25 to 44,786
55751,Male,Ages 45 to 64,838
55751,Male,Ages 65 to 74,286
55751,Male,Ages 75 to 84,159
55751,Male,Ages 85 plus,37
55751,Female,Ages 0 to 4,126
55751,Female,Ages 5 to 14,377
55751,Female,Ages 15 to 24,289
55751,Female,Ages 25 to 44,872
55751,Female,Ages 45 to 64,821
55751,Female,Ages 65 to 74,327
55751,Female,Ages 75 to 84,167
55751,Female,Ages 85 plus,73
55766,Male,Ages 0 to 4,178
55766,Male,Ages 5 to 14,431
55766,Male,Ages 15 to 24,380
55766,Male,Ages 25 to 44,904
55766,Male,Ages 45 to 64,899
55766,Male,Ages 65 to 74,327
55766,Male,Ages 75 to 84,151
55766,Male,Ages 85 plus,48
55766,Female,Ages 0 to 4,148
55766,Female,Ages 5 to 14,406
55766,Female,Ages 15 to 24,381
55766,Female,Ages 25 to 44,950
55766,Female,Ages 45 to 64,1031
55766,Female,Ages 65 to 74,320
55766,Female,Ages 75 to 84,220
55766,Female,Ages 85 plus,66
55817,Male,Ages 0 to 4,219
55817,Male,Ages 5 to 14,526
55817,Male,Ages 15 to 24,484
55817,Male,Ages 25 to 44,1082
55817,Male,Ages 45 to 64,1393
55817,Male,Ages 65 to 74,557
55817,Male,Ages 75 to 84,349
55817,Male,Ages 85 plus,93
55817,Female,Ages 0 to 4,154
55817,Female,Ages 5 to 14,528
55817,Female,Ages 15 to 24,478
55817,Female,Ages 25 to 44,1210
55817,Female,Ages 45 to 64,1356
55817,Female,Ages 65 to 74,620
55817,Female,Ages 75 to 84,436
55817,Female,Ages 85 plus,158
55836,Male,Ages 0 to 4,164
55836,Male,Ages 5 to 14,352
55836,Male,Ages 15 to 24,359
55836,Male,Ages 25 to 44,1231
55836,Male,Ages 45 to 64,938
55836,Male,Ages 65 to 74,242
55836,Male,Ages 75 to 84,128
55836,Male,Ages 85 plus,28
55836,Female,Ages 0 to 4,159
55836,Female,Ages 5 to 14,398
55836,Female,Ages 15 to 24,352
55836,Female,Ages 25 to 44,1077
55836,Female,Ages 45 to 64,848
55836,Female,Ages 65 to 74,225
55836,Female,Ages 75 to 84,130
55836,Female,Ages 85 plus,56
55841,Male,Ages 0 to 4,235
55841,Male,Ages 5 to 14,489
55841,Male,Ages 15 to 24,521
55841,Male,Ages 25 to 44,1522
55841,Male,Ages 45 to 64,1509
55841,Male,Ages 65 to 74,514
55841,Male,Ages 75 to 84,308
55841,Male,Ages 85 plus,70
55841,Female,Ages 0 to 4,212
55841,Female,Ages 5 to 14,468
55841,Female,Ages 15 to 24,465
55841,Female,Ages 25 to 44,1339
55841,Female,Ages 45 to 64,1401
55841,Female,Ages 65 to 74,561
55841,Female,Ages 75 to 84,377
55841,Female,Ages 85 plus,171
55860,Male,Ages 0 to 4,71
55860,Male,Ages 5 to 14,208
55860,Male,Ages 15 to 24,163
55860,Male,Ages 25 to 44,543
55860,Male,Ages 45 to 64,475
55860,Male,Ages 65 to 74,206
55860,Male,Ages 75 to 84,100
55860,Male,Ages 85 plus,26
55860,Female,Ages 0 to 4,81
55860,Female,Ages 5 to 14,210
55860,Female,Ages 15 to 24,144
55860,Female,Ages 25 to 44,525
55860,Female,Ages 45 to 64,486
55860,Female,Ages 65 to 74,205
55860,Female,Ages 75 to 84,98
55860,Female,Ages 85 plus,64
55874,Male,Ages 0 to 4,103
55874,Male,Ages 5 to 14,241
55874,Male,Ages 15 to 24,249
55874,Male,Ages 25 to 44,607
55874,Male,Ages 45 to 64,683
55874,Male,Ages 65 to 74,324
55874,Male,Ages 75 to 84,148
55874,Male,Ages 85 plus,42
55874,Female,Ages 0 to 4,115
55874,Female,Ages 5 to 14,232
55874,Female,Ages 15 to 24,218
55874,Female,Ages 25 to 44,592
55874,Female,Ages 45 to 64,798
55874,Female,Ages 65 to 74,316
55874,Female,Ages 75 to 84,179
55874,Female,Ages 85 plus,91
55889,Male,Ages 0 to 4,232
55889,Male,Ages 5 to 14,457
55889,Male,Ages 15 to 24,412
55889,Male,Ages 25 to 44,1163
55889,Male,Ages 45 to 64,893
55889,Male,Ages 65 to 74,244
55889,Male,Ages 75 to 84,142
55889,Male,Ages 85 plus,38
55889,Female,Ages 0 to 4,202
55889,Female,Ages 5 to 14,490
55889,Female,Ages 15 to 24,428
55889,Female,Ages 25 to 44,1269
55889,Female,Ages 45 to 64,959
55889,Female,Ages 65 to 74,279
55889,Female,Ages 75 to 84,180
55889,Female,Ages 85 plus,66
55893,Male,Ages 0 to 4,127
55893,Male,Ages 5 to 14,302
55893,Male,Ages 15 to 24,342
55893,Male,Ages 25 to 44,954
55893,Male,Ages 45 to 64,853
55893,Male,Ages 65 to 74,290
55893,Male,Ages 75 to 84,169
55893,Male,Ages 85 plus,51
55893,Female,Ages 0 to 4,109
55893,Female,Ages 5 to 14,270
55893,Female,Ages 15 to 24,360
55893,Female,Ages 25 to 44,859
55893,Female,Ages 45 to 64,909
55893,Female,Ages 65 to 74,346
55893,Female,Ages 75 to 84,224
55893,Female,Ages 85 plus,100
55911,Male,Ages 0 to 4,105
55911,Male,Ages 5 to 14,287
55911,Male,Ages 15 to 24,280
55911,Male,Ages 25 to 44,762
55911,Male,Ages 45 to 64,827
55911,Male,Ages 65 to 74,277
55911,Male,Ages 75 to 84,199
55911,Male,Ages 85 plus,38
55911,Female,Ages 0 to 4,114
55911,Female,Ages 5 to 14,258
55911,Female,Ages 15 to 24,222
55911,Female,Ages 25 to 44,754
55911,Female,Ages 45 to 64,818
55911,Female,Ages 65 to 74,337
55911,Female,Ages 75 to 84,182
55911,Female,Ages 85 plus,59
55925,Male,Ages 0 to 4,84
55925,Male,Ages 5 to 14,262
55925,Male,Ages 15 to 24,282
55925,Male,Ages 25 to 44,549
55925,Male,Ages 45 to 64,776
55925,Male,Ages 65 to 74,381
55925,Male,Ages 75 to 84,254
55925,Male,Ages 85 plus,73
55925,Female,Ages 0 to 4,107
55925,Female,Ages 5 to 14,242
55925,Female,Ages 15 to 24,242
55925,Female,Ages 25 to 44,578
55925,Female,Ages 45 to 64,792
55925,Female,Ages 65 to 74,403
55925,Female,Ages 75 to 84,306
55925,Female,Ages 85 plus,116
55930,Male,Ages 0 to 4,45
55930,Male,Ages 5 to 14,158
55930,Male,Ages 15 to 24,145
55930,Male,Ages 25 to 44,315
55930,Male,Ages 45 to 64,422
55930,Male,Ages 65 to 74,228
55930,Male,Ages 75 to 84,144
55930,Male,Ages 85 plus,42
55930,Female,Ages 0 to 4,47
55930,Female,Ages 5 to 14,122
55930,Female,Ages 15 to 24,117
55930,Female,Ages 25 to 44,324
55930,Female,Ages 45 to 64,439
55930,Female,Ages 65 to 74,249
55930,Female,Ages 75 to 84,160
55930,Female,Ages 85 plus,69
55944,Male,Ages 0 to 4,4
55944,Male,Ages 5 to 14,10
55944,Male,Ages 15 to 24,20
55944,Male,Ages 25 to 44,58
55944,Male,Ages 45 to 64,85
55944,Male,Ages 65 to 74,34
55944,Male,Ages 75 to 84,17
55944,Male,Ages 85 plus,4
55944,Female,Ages 0 to 4,2
55944,Female,Ages 5 to 14,25
55944,Female,Ages 15 to 24,16
55944,Female,Ages 25 to 44,46
55944,Female,Ages 45 to 64,84
55944,Female,Ages 65 to 74,29
55944,Female,Ages 75 to 84,17
55944,Female,Ages 85 plus,6
56006,Male,Ages 0 to 4,202
56006,Male,Ages 5 to 14,465
56006,Male,Ages 15 to 24,524
56006,Male,Ages 25 to 44,1297
56006,Male,Ages 45 to 64,1318
56006,Male,Ages 65 to 74,532
56006,Male,Ages 75 to 84,329
56006,Male,Ages 85 plus,122
56006,Female,Ages 0 to 4,214
56006,Female,Ages 5 to 14,499
56006,Female,Ages 15 to 24,449
56006,Female,Ages 25 to 44,1295
56006,Female,Ages 45 to 64,1394
56006,Female,Ages 65 to 74,610
56006,Female,Ages 75 to 84,426
56006,Female,Ages 85 plus,222
56011,Male,Ages 0 to 4,75
56011,Male,Ages 5 to 14,177
56011,Male,Ages 15 to 24,142
56011,Male,Ages 25 to 44,328
56011,Male,Ages 45 to 64,332
56011,Male,Ages 65 to 74,107
56011,Male,Ages 75 to 84,78
56011,Male,Ages 85 plus,22
56011,Female,Ages 0 to 4,65
56011,Female,Ages 5 to 14,145
56011,Female,Ages 15 to 24,104
56011,Female,Ages 25 to 44,355
56011,Female,Ages 45 to 64,295
56011,Female,Ages 65 to 74,124
56011,Female,Ages 75 to 84,84
56011,Female,Ages 85 plus,48
56025,Male,Ages 0 to 4,38
56025,Male,Ages 5 to 14,67
56025,Male,Ages 15 to 24,76
56025,Male,Ages 25 to 44,166
56025,Male,Ages 45 to 64,226
56025,Male,Ages 65 to 74,108
56025,Male,Ages 75 to 84,74
56025,Male,Ages 85 plus,22
56025,Female,Ages 0 to 4,21
56025,Female,Ages 5 to 14,63
56025,Female,Ages 15 to 24,56
56025,Female,Ages 25 to 44,154
56025,Female,Ages 45 to 64,261
56025,Female,Ages 65 to 74,100
56025,Female,Ages 75 to 84,80
56025,Female,Ages 85 plus,46
56030,Male,Ages 0 to 4,37
56030,Male,Ages 5 to 14,74
56030,Male,Ages 15 to 24,77
56030,Male,Ages 25 to 44,224
56030,Male,Ages 45 to 64,293
56030,Male,Ages 65 to 74,132
56030,Male,Ages 75 to 84,62
56030,Male,Ages 85 plus,17
56030,Female,Ages 0 to 4,30
56030,Female,Ages 5 to 14,94
56030,Female,Ages 15 to 24,83
56030,Female,Ages 25 to 44,201
56030,Female,Ages 45 to 64,276
56030,Female,Ages 65 to 74,134
56030,Female,Ages 75 to 84,68
56030,Female,Ages 85 plus,30
56523,Male,Ages 0 to 4,50
56523,Male,Ages 5 to 14,117
56523,Male,Ages 15 to 24,135
56523,Male,Ages 25 to 44,290
56523,Male,Ages 45 to 64,464
56523,Male,Ages 65 to 74,236
56523,Male,Ages 75 to 84,142
56523,Male,Ages 85 plus,26
56523,Female,Ages 0 to 4,39
56523,Female,Ages 5 to 14,115
56523,Female,Ages 15 to 24,113
56523,Female,Ages 25 to 44,290
56523,Female,Ages 45 to 64,463
56523,Female,Ages 65 to 74,218
56523,Female,Ages 75 to 84,133
56523,Female,Ages 85 plus,40
56538,Male,Ages 0 to 4,19
56538,Male,Ages 5 to 14,42
56538,Male,Ages 15 to 24,50
56538,Male,Ages 25 to 44,96
56538,Male,Ages 45 to 64,167
56538,Male,Ages 65 to 74,91
56538,Male,Ages 75 to 84,47
56538,Male,Ages 85 plus,14
56538,Female,Ages 0 to 4,16
56538,Female,Ages 5 to 14,50
56538,Female,Ages 15 to 24,53
56538,Female,Ages 25 to 44,96
56538,Female,Ages 45 to 64,196
56538,Female,Ages 65 to 74,86
56538,Female,Ages 75 to 84,57
56538,Female,Ages 85 plus,20
60054,Male,Ages 0 to 4,361
60054,Male,Ages 5 to 14,941
60054,Male,Ages 15 to 24,854
60054,Male,Ages 25 to 44,1891
60054,Male,Ages 45 to 64,1969
60054,Male,Ages 65 to 74,617
60054,Male,Ages 75 to 84,352
60054,Male,Ages 85 plus,78
60054,Female,Ages 0 to 4,367
60054,Female,Ages 5 to 14,870
60054,Female,Ages 15 to 24,802
60054,Female,Ages 25 to 44,2047
60054,Female,Ages 45 to 64,2115
60054,Female,Ages 65 to 74,726
60054,Female,Ages 75 to 84,416
60054,Female,Ages 85 plus,105
60073,Male,Ages 0 to 4,111
60073,Male,Ages 5 to 14,253
60073,Male,Ages 15 to 24,218
60073,Male,Ages 25 to 44,489
60073,Male,Ages 45 to 64,569
60073,Male,Ages 65 to 74,164
60073,Male,Ages 75 to 84,99
60073,Male,Ages 85 plus,26
60073,Female,Ages 0 to 4,93
60073,Female,Ages 5 to 14,246
60073,Female,Ages 15 to 24,204
60073,Female,Ages 25 to 44,592
60073,Female,Ages 45 to 64,618
60073,Female,Ages 65 to 74,179
60073,Female,Ages 75 to 84,158
60073,Female,Ages 85 plus,39
60088,Male,Ages 0 to 4,131
60088,Male,Ages 5 to 14,213
60088,Male,Ages 15 to 24,203
60088,Male,Ages 25 to 44,550
60088,Male,Ages 45 to 64,496
60088,Male,Ages 65 to 74,144
60088,Male,Ages 75 to 84,60
60088,Male,Ages 85 plus,11
60088,Female,Ages 0 to 4,133
60088,Female,Ages 5 to 14,205
60088,Female,Ages 15 to 24,188
60088,Female,Ages 25 to 44,598
60088,Female,Ages 45 to 64,510
60088,Female,Ages 65 to 74,146
60088,Female,Ages 75 to 84,69
60088,Female,Ages 85 plus,23
60092,Male,Ages 0 to 4,354
60092,Male,Ages 5 to 14,767
60092,Male,Ages 15 to 24,623
60092,Male,Ages 25 to 44,2068
60092,Male,Ages 45 to 64,1675
60092,Male,Ages 65 to 74,614
60092,Male,Ages 75 to 84,331
60092,Male,Ages 85 plus,80
60092,Female,Ages 0 to 4,345
60092,Female,Ages 5 to 14,706
60092,Female,Ages 15 to 24,627
60092,Female,Ages 25 to 44,2088
60092,Female,Ages 45 to 64,1717
60092,Female,Ages 65 to 74,695
60092,Female,Ages 75 to 84,462
60092,Female,Ages 85 plus,162
60105,Male,Ages 0 to 4,64
60105,Male,Ages 5 to 14,293
60105,Male,Ages 15 to 24,270
60105,Male,Ages 25 to 44,517
60105,Male,Ages 45 to 64,666
60105,Male,Ages 65 to 74,271
60105,Male,Ages 75 to 84,133
60105,Male,Ages 85 plus,34
60105,Female,Ages 0 to 4,66
60105,Female,Ages 5 to 14,276
60105,Female,Ages 15 to 24,249
60105,Female,Ages 25 to 44,533
60105,Female,Ages 45 to 64,763
60105,Female,Ages 65 to 74,355
60105,Female,Ages 75 to 84,177
60105,Female,Ages 85 plus,78
60110,Male,Ages 0 to 4,101
60110,Male,Ages 5 to 14,236
60110,Male,Ages 15 to 24,269
60110,Male,Ages 25 to 44,642
60110,Male,Ages 45 to 64,682
60110,Male,Ages 65 to 74,252
60110,Male,Ages 75 to 84,108
60110,Male,Ages 85 plus,38
60110,Female,Ages 0 to 4,104
60110,Female,Ages 5 to 14,246
60110,Female,Ages 15 to 24,262
60110,Female,Ages 25 to 44,599
60110,Female,Ages 45 to 64,692
60110,Female,Ages 65 to 74,296
60110,Female,Ages 75 to 84,169
60110,Female,Ages 85 plus,87
60124,Male,Ages 0 to 4,144
60124,Male,Ages 5 to 14,284
60124,Male,Ages 15 to 24,220
60124,Male,Ages 25 to 44,834
60124,Male,Ages 45 to 64,702
60124,Male,Ages 65 to 74,243
60124,Male,Ages 75 to 84,76
60124,Male,Ages 85 plus,21
60124,Female,Ages 0 to 4,157
60124,Female,Ages 5 to 14,261
60124,Female,Ages 15 to 24,268
60124,Female,Ages 25 to 44,839
60124,Female,Ages 45 to 64,699
60124,Female,Ages 65 to 74,225
60124,Female,Ages 75 to 84,105
60124,Female,Ages 85 plus,42
60139,Male,Ages 0 to 4,117
60139,Male,Ages 5 to 14,216
60139,Male,Ages 15 to 24,225
60139,Male,Ages 25 to 44,607
60139,Male,Ages 45 to 64,617
60139,Male,Ages 65 to 74,232
60139,Male,Ages 75 to 84,127
60139,Male,Ages 85 plus,45
60139,Female,Ages 0 to 4,97
60139,Female,Ages 5 to 14,213
60139,Female,Ages 15 to 24,203
60139,Female,Ages 25 to 44,620
60139,Female,Ages 45 to 64,677
60139,Female,Ages 65 to 74,326
60139,Female,Ages 75 to 84,173
60139,Female,Ages 85 plus,67
60143,Male,Ages 0 to 4,319
60143,Male,Ages 5 to 14,743
60143,Male,Ages 15 to 24,673
60143,Male,Ages 25 to 44,1679
60143,Male,Ages 45 to 64,1616
60143,Male,Ages 65 to 74,482
60143,Male,Ages 75 to 84,239
60143,Male,Ages 85 plus,64
60143,Female,Ages 0 to 4,286
60143,Female,Ages 5 to 14,724
60143,Female,Ages 15 to 24,594
60143,Female,Ages 25 to 44,1687
60143,Female,Ages 45 to 64,1567
60143,Female,Ages 65 to 74,546
60143,Female,Ages 75 to 84,322
60143,Female,Ages 85 plus,141
60158,Male,Ages 0 to 4,18
60158,Male,Ages 5 to 14,62
60158,Male,Ages 15 to 24,83
60158,Male,Ages 25 to 44,190
60158,Male,Ages 45 to 64,223
60158,Male,Ages 65 to 74,113
60158,Male,Ages 75 to 84,52
60158,Male,Ages 85 plus,10
60158,Female,Ages 0 to 4,24
60158,Female,Ages 5 to 14,76
60158,Female,Ages 15 to 24,53
60158,Female,Ages 25 to 44,170
60158,Female,Ages 45 to 64,233
60158,Female,Ages 65 to 74,131
60158,Female,Ages 75 to 84,74
60158,Female,Ages 85 plus,30
60177,Male,Ages 0 to 4,336
60177,Male,Ages 5 to 14,678
60177,Male,Ages 15 to 24,484
60177,Male,Ages 25 to 44,1300
60177,Male,Ages 45 to 64,1136
60177,Male,Ages 65 to 74,314
